generation,reward,actor_loss,critic_loss,entropy_loss,diversity,loss,learning_rate,actions
335,-21.0,0.6144849,0.0230829,0,"[[1.0000000e+00 4.1873498e-11 1.6014413e-10 8.5343960e-10 6.3342452e-14
  2.7149598e-08]
 [9.3109220e-01 6.9216709e-03 1.1120342e-02 1.0899811e-02 4.4821668e-03
  3.5483893e-02]
 [9.3109220e-01 6.9216709e-03 1.1120342e-02 1.0899811e-02 4.4821668e-03
  3.5483893e-02]
 [9.3109220e-01 6.9216709e-03 1.1120342e-02 1.0899811e-02 4.4821668e-03
  3.5483893e-02]
 [9.3109220e-01 6.9216709e-03 1.1120342e-02 1.0899811e-02 4.4821668e-03
  3.5483893e-02]]",419.65872,4.2266158e-05,"[[ 0.02236116]
 [-0.6085304 ]
 [-0.6085304 ]
 [-0.6085304 ]]"
340,-21.0,0.5468374,0.031895433,0,"[[1.0000000e+00 5.3656774e-16 5.5591353e-15 1.5712342e-13 3.8292898e-20
  1.4641136e-12]
 [9.5425600e-01 4.4431332e-03 7.6250220e-03 7.8926571e-03 2.7901144e-03
  2.2993105e-02]
 [9.5425600e-01 4.4431332e-03 7.6250220e-03 7.8926571e-03 2.7901144e-03
  2.2993105e-02]
 [9.5783067e-01 4.0500280e-03 6.9784275e-03 7.2980151e-03 2.4668332e-03
  2.1376085e-02]
 [9.5930666e-01 3.8799671e-03 6.7048292e-03 7.0598428e-03 2.3379521e-03
  2.0710867e-02]]",416.10022,4.21606e-05,"[[ 0.41953886]
 [-0.5932733 ]
 [-0.5932733 ]
 [-0.58586085]]"
345,-21.0,0.7814311,0.007930569,0,"[[1.0000000e+00 2.9257575e-18 3.7248558e-17 6.9131499e-16 4.3301850e-23
  7.3068450e-15]
 [9.7391552e-01 2.4534557e-03 4.1691819e-03 4.3671094e-03 1.4777876e-03
  1.3617004e-02]
 [9.7391552e-01 2.4534557e-03 4.1691819e-03 4.3671094e-03 1.4777876e-03
  1.3617004e-02]
 [9.7391552e-01 2.4534557e-03 4.1691819e-03 4.3671094e-03 1.4777876e-03
  1.3617004e-02]
 [9.7391552e-01 2.4534557e-03 4.1691819e-03 4.3671094e-03 1.4777876e-03
  1.3617004e-02]]",444.55045,4.2055308e-05,"[[-0.5445822 ]
 [-0.61679965]
 [-0.61679965]
 [-0.61679965]]"
350,-21.0,0.60095197,0.014815254,0,"[[1.0000000e+00 6.9024967e-18 2.8494289e-16 1.3622624e-15 8.7081984e-22
  9.7279701e-15]
 [9.7647572e-01 2.2302764e-03 3.9745294e-03 4.0312326e-03 1.4827226e-03
  1.1805506e-02]
 [9.7647572e-01 2.2302764e-03 3.9745294e-03 4.0312326e-03 1.4827226e-03
  1.1805506e-02]
 [9.7647572e-01 2.2302764e-03 3.9745294e-03 4.0312326e-03 1.4827226e-03
  1.1805506e-02]
 [9.7647572e-01 2.2302764e-03 3.9745294e-03 4.0312326e-03 1.4827226e-03
  1.1805506e-02]]",445.4755,4.195028e-05,"[[-0.7019944]
 [-0.5804231]
 [-0.5804231]
 [-0.5804231]]"
355,-21.0,0.694004,0.005005779,0,"[[1.0000000e+00 1.7682079e-20 5.3854990e-19 1.4992420e-17 3.4164373e-25
  2.6087651e-16]
 [9.7968364e-01 1.7482954e-03 3.0594054e-03 3.3228714e-03 1.1039013e-03
  1.1081854e-02]
 [9.7968364e-01 1.7482954e-03 3.0594054e-03 3.3228714e-03 1.1039013e-03
  1.1081854e-02]
 [9.7968364e-01 1.7482954e-03 3.0594054e-03 3.3228714e-03 1.1039013e-03
  1.1081854e-02]
 [9.7968364e-01 1.7482954e-03 3.0594054e-03 3.3228714e-03 1.1039013e-03
  1.1081854e-02]]",428.0206,4.1845513e-05,"[[-0.26978755]
 [-0.614449  ]
 [-0.614449  ]
 [-0.614449  ]]"
360,-21.0,0.6503966,0.015727444,0,"[[1.0000000e+00 2.1144452e-19 3.0873646e-18 1.1806271e-16 5.0459732e-24
  1.4317764e-14]
 [9.7533911e-01 1.9421348e-03 3.2241410e-03 3.6173363e-03 1.2049298e-03
  1.4672241e-02]
 [9.7533911e-01 1.9421348e-03 3.2241410e-03 3.6173363e-03 1.2049298e-03
  1.4672241e-02]
 [9.7533911e-01 1.9421348e-03 3.2241410e-03 3.6173363e-03 1.2049298e-03
  1.4672241e-02]
 [9.7533911e-01 1.9421348e-03 3.2241410e-03 3.6173363e-03 1.2049298e-03
  1.4672241e-02]]",418.85196,4.1741005e-05,"[[-0.3771814 ]
 [-0.61576885]
 [-0.61576885]
 [-0.61576885]]"
365,-21.0,0.78088975,0.0024862539,0,"[[1.0000000e+00 2.6856375e-24 1.9332496e-23 5.3431142e-21 3.9788351e-30
  3.5318308e-18]
 [9.7889030e-01 1.6058107e-03 2.4831523e-03 2.9799284e-03 9.5832034e-04
  1.3082457e-02]
 [9.7889030e-01 1.6058107e-03 2.4831523e-03 2.9799284e-03 9.5832034e-04
  1.3082457e-02]
 [9.7889030e-01 1.6058107e-03 2.4831523e-03 2.9799284e-03 9.5832034e-04
  1.3082457e-02]
 [9.7889030e-01 1.6058107e-03 2.4831523e-03 2.9799284e-03 9.5832034e-04
  1.3082457e-02]]",426.01495,4.1636762e-05,"[[-0.5376028 ]
 [-0.59342897]
 [-0.59342897]
 [-0.59342897]]"
370,-21.0,0.60364044,0.015940735,0,"[[1.0000000e+00 1.1454737e-23 4.5284320e-23 5.9081327e-21 1.7386296e-29
  3.5341235e-17]
 [9.6979481e-01 2.3488088e-03 3.4642702e-03 4.0552034e-03 1.4570636e-03
  1.8879775e-02]
 [9.6979481e-01 2.3488088e-03 3.4642702e-03 4.0552034e-03 1.4570636e-03
  1.8879775e-02]
 [9.6979481e-01 2.3488088e-03 3.4642702e-03 4.0552034e-03 1.4570636e-03
  1.8879775e-02]
 [9.6979481e-01 2.3488088e-03 3.4642702e-03 4.0552034e-03 1.4570636e-03
  1.8879775e-02]]",424.6157,4.1532778e-05,"[[-0.18625507]
 [-0.55501163]
 [-0.55501163]
 [-0.55501163]]"
375,-21.0,0.654683,0.0071539897,0,"[[1.0000000e+00 8.4318956e-25 2.9554297e-24 7.1742984e-22 1.5490785e-30
  1.5434783e-18]
 [9.7106355e-01 2.3153031e-03 3.4113582e-03 3.9203558e-03 1.4468326e-03
  1.7842514e-02]
 [9.7106355e-01 2.3153031e-03 3.4113582e-03 3.9203558e-03 1.4468326e-03
  1.7842514e-02]
 [9.7106355e-01 2.3153031e-03 3.4113582e-03 3.9203558e-03 1.4468326e-03
  1.7842514e-02]
 [9.7106355e-01 2.3153031e-03 3.4113582e-03 3.9203558e-03 1.4468326e-03
  1.7842514e-02]]",411.8168,4.1429055e-05,"[[-1.0705912]
 [-0.5451314]
 [-0.5451314]
 [-0.5451314]]"
380,-21.0,0.5535861,0.012945394,0,"[[1.0000000e+00 6.8401581e-20 3.3530526e-19 3.9224981e-17 2.9402938e-24
  4.3074505e-15]
 [9.6541893e-01 2.8239607e-03 4.2860368e-03 4.8960051e-03 1.8465589e-03
  2.0728376e-02]
 [9.6541893e-01 2.8239607e-03 4.2860368e-03 4.8960051e-03 1.8465589e-03
  2.0728376e-02]
 [9.6541893e-01 2.8239607e-03 4.2860368e-03 4.8960051e-03 1.8465589e-03
  2.0728376e-02]
 [9.6541893e-01 2.8239607e-03 4.2860368e-03 4.8960051e-03 1.8465589e-03
  2.0728376e-02]]",428.89853,4.1325588e-05,"[[-0.52565056]
 [-0.54067576]
 [-0.54067576]
 [-0.54067576]]"
385,-21.0,0.69725263,0.0059495703,0,"[[1.0000000e+00 2.6242106e-20 1.2479072e-19 1.3014420e-16 3.5391281e-25
  1.0142382e-14]
 [9.4684047e-01 4.3659457e-03 6.2503088e-03 8.2184933e-03 2.9326866e-03
  3.1392056e-02]
 [9.4684047e-01 4.3659457e-03 6.2503088e-03 8.2184933e-03 2.9326866e-03
  3.1392056e-02]
 [9.4827902e-01 4.2184512e-03 6.0442979e-03 7.9894876e-03 2.8074195e-03
  3.0661300e-02]
 [9.4659722e-01 4.3965559e-03 6.2839882e-03 8.2588112e-03 2.9567906e-03
  3.1506639e-02]]",413.49106,4.122238e-05,"[[ 0.5500823]
 [-0.5140761]
 [-0.5140761]
 [-0.5010022]]"
390,-21.0,0.62870604,0.013761394,0,"[[1.0000000e+00 5.0825497e-14 7.3355617e-13 9.8923612e-12 6.1591729e-17
  1.6031741e-10]
 [9.0099114e-01 9.1760485e-03 1.3508746e-02 1.6196981e-02 6.7395866e-03
  5.3387415e-02]
 [9.0099114e-01 9.1760485e-03 1.3508746e-02 1.6196981e-02 6.7395866e-03
  5.3387415e-02]
 [9.0099114e-01 9.1760485e-03 1.3508746e-02 1.6196981e-02 6.7395866e-03
  5.3387415e-02]
 [9.0099114e-01 9.1760485e-03 1.3508746e-02 1.6196981e-02 6.7395866e-03
  5.3387415e-02]]",402.69565,4.111943e-05,"[[ 0.02887335]
 [-0.46593624]
 [-0.46593624]
 [-0.46593624]]"
395,-21.0,0.5099846,0.028699165,0,"[[1.0000000e+00 3.3552683e-14 7.8023227e-13 3.0133248e-12 7.2103958e-17
  7.2478121e-11]
 [9.2996204e-01 6.4851264e-03 9.8602204e-03 1.0439777e-02 4.7821491e-03
  3.8470685e-02]
 [9.2996204e-01 6.4851264e-03 9.8602204e-03 1.0439777e-02 4.7821491e-03
  3.8470685e-02]
 [9.2996204e-01 6.4851264e-03 9.8602204e-03 1.0439777e-02 4.7821491e-03
  3.8470685e-02]
 [9.2996204e-01 6.4851264e-03 9.8602204e-03 1.0439777e-02 4.7821491e-03
  3.8470685e-02]]",405.6832,4.1016738e-05,"[[-0.4293627 ]
 [-0.51912767]
 [-0.51912767]
 [-0.51912767]]"
400,-21.0,0.569605,0.019207405,0,"[[1.0000000e+00 9.5374659e-19 2.5106907e-17 9.0216381e-17 2.3170927e-22
  1.4696406e-14]
 [9.5245540e-01 4.2550513e-03 6.6340240e-03 6.3747335e-03 3.1342753e-03
  2.7146425e-02]
 [9.5245540e-01 4.2550513e-03 6.6340240e-03 6.3747335e-03 3.1342753e-03
  2.7146425e-02]
 [9.5245540e-01 4.2550513e-03 6.6340240e-03 6.3747335e-03 3.1342753e-03
  2.7146425e-02]
 [9.5245540e-01 4.2550513e-03 6.6340240e-03 6.3747335e-03 3.1342753e-03
  2.7146425e-02]]",424.47684,4.0914303e-05,"[[ 0.49001372]
 [-0.478108  ]
 [-0.478108  ]
 [-0.478108  ]]"
405,-21.0,0.52399945,0.019150736,0,"[[1.0000000e+00 2.1622863e-18 3.0574442e-17 8.5060736e-17 8.0477474e-22
  5.0181935e-14]
 [9.6009046e-01 3.3302410e-03 5.2326554e-03 5.1212022e-03 2.4303203e-03
  2.3795160e-02]
 [9.6009046e-01 3.3302410e-03 5.2326554e-03 5.1212022e-03 2.4303203e-03
  2.3795160e-02]
 [9.6009046e-01 3.3302410e-03 5.2326554e-03 5.1212022e-03 2.4303203e-03
  2.3795160e-02]
 [9.6009046e-01 3.3302410e-03 5.2326554e-03 5.1212022e-03 2.4303203e-03
  2.3795160e-02]]",400.66098,4.0812123e-05,"[[-0.32608825]
 [-0.49519667]
 [-0.49519667]
 [-0.49519667]]"
410,-21.0,0.65550184,0.010654953,0,"[[1.0000000e+00 8.6259486e-20 2.9874718e-18 5.4448287e-18 6.6356163e-24
  1.5710416e-14]
 [9.3613130e-01 5.5095647e-03 8.3242459e-03 8.3097545e-03 4.1262312e-03
  3.7598915e-02]
 [9.3613130e-01 5.5095647e-03 8.3242459e-03 8.3097545e-03 4.1262312e-03
  3.7598915e-02]
 [9.3613130e-01 5.5095647e-03 8.3242459e-03 8.3097545e-03 4.1262312e-03
  3.7598915e-02]
 [9.3613130e-01 5.5095647e-03 8.3242459e-03 8.3097545e-03 4.1262312e-03
  3.7598915e-02]]",391.36526,4.0710198e-05,"[[-0.5279216]
 [-0.4883853]
 [-0.4883853]
 [-0.4883853]]"
415,-21.0,0.74270374,0.009812559,0,"[[1.0000000e+00 0.0000000e+00 5.6096879e-37 6.0778476e-35 0.0000000e+00
  1.5612415e-28]
 [9.6910000e-01 2.1073085e-03 3.2554157e-03 3.5945529e-03 1.4911025e-03
  2.0451602e-02]
 [9.6910000e-01 2.1073085e-03 3.2554157e-03 3.5945529e-03 1.4911025e-03
  2.0451602e-02]
 [9.6910000e-01 2.1073085e-03 3.2554157e-03 3.5945529e-03 1.4911025e-03
  2.0451602e-02]
 [9.6910000e-01 2.1073085e-03 3.2554157e-03 3.5945529e-03 1.4911025e-03
  2.0451602e-02]]",417.5841,4.0608527e-05,"[[ 0.51400936]
 [-0.49066955]
 [-0.49066955]
 [-0.49066955]]"
420,-21.0,0.60706776,0.005773398,0,"[[1.0000000e+00 0.0000000e+00 0.0000000e+00 5.2248963e-37 0.0000000e+00
  3.7432896e-31]
 [9.7607464e-01 1.5800657e-03 2.4411059e-03 2.7766267e-03 1.1054606e-03
  1.6022153e-02]
 [9.7607464e-01 1.5800657e-03 2.4411059e-03 2.7766267e-03 1.1054606e-03
  1.6022153e-02]
 [9.7607464e-01 1.5800657e-03 2.4411059e-03 2.7766267e-03 1.1054606e-03
  1.6022153e-02]
 [9.7607464e-01 1.5800657e-03 2.4411059e-03 2.7766267e-03 1.1054606e-03
  1.6022153e-02]]",438.38095,4.050711e-05,"[[-0.2543043 ]
 [-0.48309448]
 [-0.48309448]
 [-0.48309448]]"
425,-21.0,0.5935874,0.015028147,0,"[[1.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
  1.6121006e-32]
 [9.6688932e-01 1.9768747e-03 2.9761088e-03 3.7469007e-03 1.3432712e-03
  2.3067560e-02]
 [9.6688932e-01 1.9768747e-03 2.9761088e-03 3.7469007e-03 1.3432712e-03
  2.3067560e-02]
 [9.6688932e-01 1.9768747e-03 2.9761088e-03 3.7469007e-03 1.3432712e-03
  2.3067560e-02]
 [9.6688932e-01 1.9768747e-03 2.9761088e-03 3.7469007e-03 1.3432712e-03
  2.3067560e-02]]",410.42587,4.0405946e-05,"[[ 0.3239214 ]
 [-0.50755435]
 [-0.50755435]
 [-0.50755435]]"
430,-21.0,0.6536562,0.0049071983,0,"[[1.0000000e+00 0.0000000e+00 0.0000000e+00 1.9532569e-38 0.0000000e+00
  3.7396805e-30]
 [9.4110191e-01 3.5288394e-03 5.1312339e-03 6.5760650e-03 2.5617601e-03
  4.1100122e-02]
 [9.4110191e-01 3.5288394e-03 5.1312339e-03 6.5760650e-03 2.5617601e-03
  4.1100122e-02]
 [9.4110191e-01 3.5288394e-03 5.1312339e-03 6.5760650e-03 2.5617601e-03
  4.1100122e-02]
 [9.4110191e-01 3.5288394e-03 5.1312339e-03 6.5760650e-03 2.5617601e-03
  4.1100122e-02]]",403.0913,4.0305036e-05,"[[ 0.32432625]
 [-0.45600802]
 [-0.45600802]
 [-0.45600802]]"
435,-21.0,0.48479462,0.03577722,0,"[[1.0000000e+00 0.0000000e+00 0.0000000e+00 9.7756588e-38 0.0000000e+00
  1.5040173e-27]
 [9.3599802e-01 3.2847782e-03 5.0322283e-03 6.7074113e-03 2.4720139e-03
  4.6505500e-02]
 [9.3599802e-01 3.2847782e-03 5.0322283e-03 6.7074113e-03 2.4720139e-03
  4.6505500e-02]
 [9.3599802e-01 3.2847782e-03 5.0322283e-03 6.7074113e-03 2.4720139e-03
  4.6505500e-02]
 [9.3599802e-01 3.2847782e-03 5.0322283e-03 6.7074113e-03 2.4720139e-03
  4.6505500e-02]]",401.3524,4.0204377e-05,"[[-0.7325511]
 [-0.4427959]
 [-0.4427959]
 [-0.4427959]]"
440,-21.0,0.5215265,0.02277624,0,"[[1.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
  4.7562746e-35]
 [9.3558109e-01 3.1270790e-03 4.8684818e-03 6.4698225e-03 2.3877309e-03
  4.7565781e-02]
 [9.3558109e-01 3.1270790e-03 4.8684818e-03 6.4698225e-03 2.3877309e-03
  4.7565781e-02]
 [9.3558109e-01 3.1270790e-03 4.8684818e-03 6.4698225e-03 2.3877309e-03
  4.7565781e-02]
 [9.3558109e-01 3.1270790e-03 4.8684818e-03 6.4698225e-03 2.3877309e-03
  4.7565781e-02]]",407.73947,4.0103972e-05,"[[-0.271846  ]
 [-0.42563713]
 [-0.42563713]
 [-0.42563713]]"
445,-21.0,0.58256596,0.02017914,0,"[[1.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
  6.9161671e-28]
 [9.1085374e-01 3.8378444e-03 5.5369181e-03 7.7072270e-03 2.9753591e-03
  6.9088981e-02]
 [9.1085374e-01 3.8378444e-03 5.5369181e-03 7.7072270e-03 2.9753591e-03
  6.9088981e-02]
 [9.1085374e-01 3.8378444e-03 5.5369181e-03 7.7072270e-03 2.9753591e-03
  6.9088981e-02]
 [9.1085374e-01 3.8378444e-03 5.5369181e-03 7.7072270e-03 2.9753591e-03
  6.9088981e-02]]",396.12833,4.0003815e-05,"[[-0.44361132]
 [-0.4079058 ]
 [-0.4079058 ]
 [-0.4079058 ]]"
450,-21.0,0.6483536,0.0027734155,0,"[[1.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
  1.9144981e-31]
 [9.3974876e-01 2.3269618e-03 3.3141375e-03 4.9505318e-03 1.7552631e-03
  4.7904469e-02]
 [9.3974876e-01 2.3269618e-03 3.3141375e-03 4.9505318e-03 1.7552631e-03
  4.7904469e-02]
 [9.3974876e-01 2.3269618e-03 3.3141375e-03 4.9505318e-03 1.7552631e-03
  4.7904469e-02]
 [9.3974876e-01 2.3269618e-03 3.3141375e-03 4.9505318e-03 1.7552631e-03
  4.7904469e-02]]",407.06787,3.990391e-05,"[[-0.4613375]
 [-0.455974 ]
 [-0.455974 ]
 [-0.455974 ]]"
455,-21.0,0.62926227,0.00844697,0,"[[1.         0.         0.         0.         0.         0.        ]
 [0.95391345 0.00186864 0.00268474 0.00373517 0.0014108  0.03638718]
 [0.95391345 0.00186864 0.00268474 0.00373517 0.0014108  0.03638718]
 [0.95391345 0.00186864 0.00268474 0.00373517 0.0014108  0.03638718]
 [0.95391345 0.00186864 0.00268474 0.00373517 0.0014108  0.03638718]]",418.4367,3.980425e-05,"[[-0.19763315]
 [-0.40316978]
 [-0.40316978]
 [-0.40316978]]"
460,-21.0,0.62268454,0.0010045151,0,"[[1.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
  0.00000000e+00 1.21748095e-32]
 [9.44077909e-01 2.53935950e-03 3.66441347e-03 4.89815930e-03
  1.99590996e-03 4.28242423e-02]
 [9.44077909e-01 2.53935950e-03 3.66441347e-03 4.89815930e-03
  1.99590996e-03 4.28242423e-02]
 [9.44077909e-01 2.53935950e-03 3.66441347e-03 4.89815930e-03
  1.99590996e-03 4.28242423e-02]
 [9.44077909e-01 2.53935950e-03 3.66441347e-03 4.89815930e-03
  1.99590996e-03 4.28242423e-02]]",389.89758,3.9704842e-05,"[[-0.34707   ]
 [-0.41559842]
 [-0.41559842]
 [-0.41559842]]"
465,-21.0,0.6607282,0.010933762,0,"[[1.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
  5.2917658e-32]
 [9.5989382e-01 1.4103348e-03 2.1234853e-03 2.8365450e-03 1.1089959e-03
  3.2626819e-02]
 [9.5989382e-01 1.4103348e-03 2.1234853e-03 2.8365450e-03 1.1089959e-03
  3.2626819e-02]
 [9.5989382e-01 1.4103348e-03 2.1234853e-03 2.8365450e-03 1.1089959e-03
  3.2626819e-02]
 [9.5989382e-01 1.4103348e-03 2.1234853e-03 2.8365450e-03 1.1089959e-03
  3.2626819e-02]]",405.0117,3.9605686e-05,"[[-0.02020108]
 [-0.41902533]
 [-0.41902533]
 [-0.41902533]]"
470,-21.0,0.61837053,0.004579007,0,"[[1.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
  1.2168547e-31]
 [9.6923840e-01 9.8596641e-04 1.4855581e-03 2.0243444e-03 7.8404113e-04
  2.5481759e-02]
 [9.6923840e-01 9.8596641e-04 1.4855581e-03 2.0243444e-03 7.8404113e-04
  2.5481759e-02]
 [9.6923840e-01 9.8596641e-04 1.4855581e-03 2.0243444e-03 7.8404113e-04
  2.5481759e-02]
 [9.6923840e-01 9.8596641e-04 1.4855581e-03 2.0243444e-03 7.8404113e-04
  2.5481759e-02]]",416.77927,3.9506773e-05,"[[-0.11428986]
 [-0.4062106 ]
 [-0.4062106 ]
 [-0.4062106 ]]"
475,-21.0,0.5977098,0.006046773,0,"[[1.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
  1.4084518e-30]
 [9.3429410e-01 2.2165687e-03 3.1278043e-03 4.5246081e-03 1.7784466e-03
  5.4058380e-02]
 [9.3429410e-01 2.2165687e-03 3.1278043e-03 4.5246081e-03 1.7784466e-03
  5.4058380e-02]
 [9.3429410e-01 2.2165687e-03 3.1278043e-03 4.5246081e-03 1.7784466e-03
  5.4058380e-02]
 [9.3429410e-01 2.2165687e-03 3.1278043e-03 4.5246081e-03 1.7784466e-03
  5.4058380e-02]]",393.2198,3.9408107e-05,"[[-0.5176965 ]
 [-0.35522106]
 [-0.35522106]
 [-0.35522106]]"
480,-21.0,0.60730577,0.021349141,0,"[[1.         0.         0.         0.         0.         0.        ]
 [0.9340026  0.0019909  0.00287368 0.00435633 0.00157332 0.05520324]
 [0.9340026  0.0019909  0.00287368 0.00435633 0.00157332 0.05520324]
 [0.9340026  0.0019909  0.00287368 0.00435633 0.00157332 0.05520324]
 [0.9340026  0.0019909  0.00287368 0.00435633 0.00157332 0.05520324]]",402.03476,3.930969e-05,"[[-0.3694569 ]
 [-0.40003565]
 [-0.40003565]
 [-0.40003565]]"
485,-21.0,0.5132909,0.0061829835,0,"[[1.         0.         0.         0.         0.         0.        ]
 [0.9353561  0.00224744 0.00329858 0.00500632 0.00178633 0.0523053 ]
 [0.9353561  0.00224744 0.00329858 0.00500632 0.00178633 0.0523053 ]
 [0.9353561  0.00224744 0.00329858 0.00500632 0.00178633 0.0523053 ]
 [0.9353561  0.00224744 0.00329858 0.00500632 0.00178633 0.0523053 ]]",413.97256,3.9211518e-05,"[[ 0.01797574]
 [-0.32554188]
 [-0.32554188]
 [-0.32554188]]"
490,-21.0,0.53697985,0.004701758,0,"[[1.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
  1.8110008e-30]
 [8.9778119e-01 3.8306476e-03 5.4094689e-03 8.4696114e-03 3.0297341e-03
  8.1479400e-02]
 [8.9778119e-01 3.8306476e-03 5.4094689e-03 8.4696114e-03 3.0297341e-03
  8.1479400e-02]
 [9.1328764e-01 2.7572610e-03 3.8512275e-03 6.7338264e-03 2.0497260e-03
  7.1320355e-02]
 [9.0049493e-01 3.6657499e-03 5.1711639e-03 8.2124965e-03 2.8843905e-03
  7.9571344e-02]]",397.30664,3.9113587e-05,"[[-0.6232833 ]
 [-0.3473981 ]
 [-0.3473981 ]
 [-0.28854826]]"
495,-21.0,0.4717594,0.021193124,0,"[[1.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
  0.00000000e+00 5.18205342e-25]
 [8.38734329e-01 6.43613283e-03 8.74499697e-03 1.43051585e-02
  5.13189053e-03 1.26647592e-01]
 [8.38734329e-01 6.43613283e-03 8.74499697e-03 1.43051585e-02
  5.13189053e-03 1.26647592e-01]
 [8.38734329e-01 6.43613283e-03 8.74499697e-03 1.43051585e-02
  5.13189053e-03 1.26647592e-01]
 [8.38734329e-01 6.43613283e-03 8.74499697e-03 1.43051585e-02
  5.13189053e-03 1.26647592e-01]]",386.58038,3.9015908e-05,"[[-0.29546288]
 [-0.32851443]
 [-0.32851443]
 [-0.32851443]]"
500,-21.0,0.68759143,0.0024893153,0,"[[1.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
  2.3529081e-37]
 [8.9266455e-01 3.7199676e-03 5.3818594e-03 8.1668496e-03 3.0204554e-03
  8.7046295e-02]
 [8.9266455e-01 3.7199676e-03 5.3818594e-03 8.1668496e-03 3.0204554e-03
  8.7046295e-02]
 [8.9266455e-01 3.7199676e-03 5.3818594e-03 8.1668496e-03 3.0204554e-03
  8.7046295e-02]
 [8.9266455e-01 3.7199676e-03 5.3818594e-03 8.1668496e-03 3.0204554e-03
  8.7046295e-02]]",410.25827,3.8918468e-05,"[[-0.12313886]
 [-0.32770097]
 [-0.32770097]
 [-0.32770097]]"
505,-21.0,0.6936281,0.022237184,0,"[[1.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
  9.1994075e-30]
 [8.7492132e-01 4.2717406e-03 5.9916130e-03 8.9685228e-03 3.3649704e-03
  1.0248184e-01]
 [8.7492132e-01 4.2717406e-03 5.9916130e-03 8.9685228e-03 3.3649704e-03
  1.0248184e-01]
 [8.7492132e-01 4.2717406e-03 5.9916130e-03 8.9685228e-03 3.3649704e-03
  1.0248184e-01]
 [9.0424436e-01 2.4595605e-03 3.3780539e-03 5.9724450e-03 1.7185900e-03
  8.2226999e-02]]",386.99765,3.8821272e-05,"[[-0.53636634]
 [-0.32427764]
 [-0.32427764]
 [-0.32427764]]"
510,-21.0,0.6033378,0.0103424005,0,"[[1.         0.         0.         0.         0.         0.        ]
 [0.92634755 0.00267712 0.00386391 0.00551696 0.00214778 0.05944662]
 [0.92634755 0.00267712 0.00386391 0.00551696 0.00214778 0.05944662]
 [0.92634755 0.00267712 0.00386391 0.00551696 0.00214778 0.05944662]
 [0.92634755 0.00267712 0.00386391 0.00551696 0.00214778 0.05944662]]",400.97644,3.872432e-05,"[[-0.8011804 ]
 [-0.28290325]
 [-0.28290325]
 [-0.28290325]]"
515,-21.0,0.5883098,0.009158119,0,"[[1.         0.         0.         0.         0.         0.        ]
 [0.95612997 0.00153884 0.00231683 0.0031982  0.00119814 0.03561804]
 [0.95612997 0.00153884 0.00231683 0.0031982  0.00119814 0.03561804]
 [0.95612997 0.00153884 0.00231683 0.0031982  0.00119814 0.03561804]
 [0.95612997 0.00153884 0.00231683 0.0031982  0.00119814 0.03561804]]",416.0312,3.8627608e-05,"[[-0.6096484 ]
 [-0.35375747]
 [-0.35375747]
 [-0.35375747]]"
520,-21.0,0.5904278,0.0042388663,0,"[[1.         0.         0.         0.         0.         0.        ]
 [0.9485887  0.00179825 0.00277004 0.00360333 0.00141953 0.04182024]
 [0.9485887  0.00179825 0.00277004 0.00360333 0.00141953 0.04182024]
 [0.9485887  0.00179825 0.00277004 0.00360333 0.00141953 0.04182024]
 [0.9485887  0.00179825 0.00277004 0.00360333 0.00141953 0.04182024]]",408.4066,3.853114e-05,"[[-0.5189235]
 [-0.4497696]
 [-0.4497696]
 [-0.4497696]]"
525,-21.0,0.52910966,0.0053543663,0,"[[1.         0.         0.         0.         0.         0.        ]
 [0.9408157  0.00226588 0.00348554 0.00451105 0.00184891 0.04707301]
 [0.9408157  0.00226588 0.00348554 0.00451105 0.00184891 0.04707301]
 [0.9408157  0.00226588 0.00348554 0.00451105 0.00184891 0.04707301]
 [0.9408157  0.00226588 0.00348554 0.00451105 0.00184891 0.04707301]]",420.26407,3.843491e-05,"[[ 0.16217065]
 [-0.35165998]
 [-0.35165998]
 [-0.35165998]]"
