generation,reward,actor_loss,critic_loss,entropy_loss,diversity,loss,learning_rate,actions
720,-21.0,0.61086017,0.0031118812,0,"[[1.0000000e+00 4.2033661e-24 1.3378611e-24 4.2168424e-23 6.9253775e-29
  2.1694519e-16]
 [9.0246451e-01 2.1164436e-03 2.9021392e-03 3.4905588e-03 1.6738382e-03
  8.7352395e-02]
 [9.0246451e-01 2.1164436e-03 2.9021392e-03 3.4905588e-03 1.6738382e-03
  8.7352395e-02]
 [9.0246451e-01 2.1164436e-03 2.9021392e-03 3.4905588e-03 1.6738382e-03
  8.7352395e-02]
 [9.0246451e-01 2.1164436e-03 2.9021392e-03 3.4905588e-03 1.6738382e-03
  8.7352395e-02]]",402.27335,3.486366e-05,"[[-0.26374823]
 [-0.24465847]
 [-0.24465847]
 [-0.24465847]]"
725,-21.0,0.5528572,0.0060140225,0,"[[1.0000000e+00 8.2905902e-20 2.4954189e-20 1.0063740e-18 7.2420713e-24
  6.7654839e-13]
 [8.5540438e-01 3.0807804e-03 4.1458071e-03 5.0578667e-03 2.4391392e-03
  1.2987193e-01]
 [8.5540438e-01 3.0807804e-03 4.1458071e-03 5.0578667e-03 2.4391392e-03
  1.2987193e-01]
 [8.5540438e-01 3.0807804e-03 4.1458071e-03 5.0578667e-03 2.4391392e-03
  1.2987193e-01]
 [8.5540438e-01 3.0807804e-03 4.1458071e-03 5.0578667e-03 2.4391392e-03
  1.2987193e-01]]",408.81912,3.4776593e-05,"[[-0.02583693]
 [-0.1328542 ]
 [-0.1328542 ]
 [-0.1328542 ]]"
730,-21.0,0.6580425,0.004784696,0,"[[1.0000000e+00 1.8224561e-23 6.5342603e-24 3.3188918e-22 3.9587184e-28
  1.9887896e-16]
 [8.9106208e-01 2.2907215e-03 3.2197456e-03 3.8535311e-03 1.8325780e-03
  9.7741365e-02]
 [8.9106208e-01 2.2907215e-03 3.2197456e-03 3.8535311e-03 1.8325780e-03
  9.7741365e-02]
 [8.9106208e-01 2.2907215e-03 3.2197456e-03 3.8535311e-03 1.8325780e-03
  9.7741365e-02]
 [8.9106208e-01 2.2907215e-03 3.2197456e-03 3.8535311e-03 1.8325780e-03
  9.7741365e-02]]",423.5526,3.4689743e-05,"[[-0.13867548]
 [-0.02544436]
 [-0.02544436]
 [-0.02544436]]"
735,-21.0,0.7136877,0.0042675533,0,"[[1.0000000e+00 1.5976536e-23 5.1384936e-24 2.1246783e-22 3.6298291e-28
  1.3234151e-16]
 [9.0166813e-01 1.8817913e-03 2.6652850e-03 3.1308606e-03 1.5018904e-03
  8.9152120e-02]
 [9.0166813e-01 1.8817913e-03 2.6652850e-03 3.1308606e-03 1.5018904e-03
  8.9152120e-02]
 [9.0166813e-01 1.8817913e-03 2.6652850e-03 3.1308606e-03 1.5018904e-03
  8.9152120e-02]
 [9.0166813e-01 1.8817913e-03 2.6652850e-03 3.1308606e-03 1.5018904e-03
  8.9152120e-02]]",425.19,3.460311e-05,"[[-0.08996037]
 [-0.1646338 ]
 [-0.1646338 ]
 [-0.1646338 ]]"
740,-21.0,0.64167243,0.0010938077,0,"[[1.0000000e+00 6.5011179e-24 1.4514922e-24 1.0314721e-22 5.1805012e-29
  2.3734679e-17]
 [8.6758280e-01 2.3153902e-03 3.2612421e-03 3.8870717e-03 1.8336757e-03
  1.2111975e-01]
 [9.8550838e-01 1.5230944e-04 1.9709139e-04 2.7250408e-04 5.7338602e-05
  1.3812445e-02]
 [9.9928868e-01 4.0267291e-06 4.4709468e-06 7.5394837e-06 5.6640954e-07
  6.9468573e-04]
 [9.9928963e-01 4.1277522e-06 4.5251036e-06 7.6659071e-06 5.8422773e-07
  6.9338380e-04]]",419.02115,3.451669e-05,"[[-0.58660764]
 [-0.15662028]
 [-0.1157486 ]
 [-0.37495574]]"
745,-21.0,0.62958103,0.0040221354,0,"[[1.00000000e+00 1.51052195e-25 2.42745366e-26 2.71395919e-24
  3.71373413e-31 1.27218072e-18]
 [8.81444335e-01 1.67608447e-03 2.38627335e-03 2.85179028e-03
  1.30599574e-03 1.10335544e-01]
 [9.90869284e-01 7.36019938e-05 9.35715434e-05 1.33106805e-04
  2.38816083e-05 8.80657509e-03]
 [9.99677896e-01 1.33083881e-06 1.39941176e-06 2.51223810e-06
  1.41857342e-07 3.16724618e-04]
 [9.99666452e-01 1.43378008e-06 1.48911488e-06 2.67915948e-06
  1.55869060e-07 3.27775138e-04]]",418.1199,3.4430486e-05,"[[-0.17794378]
 [-0.05467975]
 [-0.03282074]
 [-0.3758584 ]]"
750,-21.0,0.6099388,0.0053757615,0,"[[1.00000000e+00 7.27630557e-22 1.26434536e-22 8.94833970e-21
  9.80705175e-27 1.86221210e-15]
 [8.70345533e-01 1.77253899e-03 2.49871868e-03 2.97204289e-03
  1.38197141e-03 1.21029206e-01]
 [8.70345533e-01 1.77253899e-03 2.49871868e-03 2.97204289e-03
  1.38197141e-03 1.21029206e-01]
 [8.70345533e-01 1.77253899e-03 2.49871868e-03 2.97204289e-03
  1.38197141e-03 1.21029206e-01]
 [8.70345533e-01 1.77253899e-03 2.49871868e-03 2.97204289e-03
  1.38197141e-03 1.21029206e-01]]",418.9791,3.43445e-05,"[[-0.24663357]
 [-0.13015191]
 [-0.13015191]
 [-0.13015191]]"
755,-21.0,0.69602334,0.001275408,0,"[[1.0000000e+00 2.4717934e-14 6.9628039e-15 2.0488147e-13 1.6034221e-17
  8.9851655e-09]
 [8.3475637e-01 3.0141207e-03 4.1144453e-03 4.7669671e-03 2.4038551e-03
  1.5094425e-01]
 [8.3475637e-01 3.0141207e-03 4.1144453e-03 4.7669671e-03 2.4038551e-03
  1.5094425e-01]
 [8.3475637e-01 3.0141207e-03 4.1144453e-03 4.7669671e-03 2.4038551e-03
  1.5094425e-01]
 [8.3475637e-01 3.0141207e-03 4.1144453e-03 4.7669671e-03 2.4038551e-03
  1.5094425e-01]]",415.83975,3.425873e-05,"[[-0.0280981 ]
 [-0.13901758]
 [-0.13901758]
 [-0.13901758]]"
760,-21.0,0.64146584,0.0024635238,0,"[[9.9999976e-01 2.8161191e-12 1.2127234e-12 1.5803695e-11 9.2159836e-15
  2.8672579e-07]
 [8.6451948e-01 2.5064305e-03 3.4264298e-03 3.6924575e-03 2.0035072e-03
  1.2385175e-01]
 [9.3958467e-01 7.5952738e-04 9.8590343e-04 1.1734100e-03 4.2758268e-04
  5.7069015e-02]
 [9.8256528e-01 1.3462055e-04 1.5529997e-04 2.1487083e-04 4.4137832e-05
  1.6885828e-02]
 [9.8226273e-01 1.4249374e-04 1.6359361e-04 2.2533951e-04 4.7305723e-05
  1.7158514e-02]]",415.17245,3.4173165e-05,"[[-0.3317225 ]
 [-0.12562335]
 [-0.08591   ]
 [-0.29622406]]"
765,-21.0,0.57452255,0.005253239,0,"[[9.99998927e-01 3.12791308e-12 2.19213146e-12 4.15204954e-11
  2.73278409e-14 1.10352175e-06]
 [8.82635534e-01 1.97946141e-03 2.73642293e-03 3.04104667e-03
  1.61228073e-03 1.07995234e-01]
 [8.82635534e-01 1.97946141e-03 2.73642293e-03 3.04104667e-03
  1.61228073e-03 1.07995234e-01]
 [8.82635534e-01 1.97946141e-03 2.73642293e-03 3.04104667e-03
  1.61228073e-03 1.07995234e-01]
 [8.82635534e-01 1.97946141e-03 2.73642293e-03 3.04104667e-03
  1.61228073e-03 1.07995234e-01]]",417.36182,3.408782e-05,"[[-0.41912866]
 [-0.17058092]
 [-0.17058092]
 [-0.17058092]]"
770,-21.0,0.6614446,0.0034272552,0,"[[9.9999261e-01 2.8427394e-10 3.7334907e-10 2.7622775e-09 1.1032509e-11
  7.3716783e-06]
 [9.2927849e-01 1.2989618e-03 1.9193658e-03 2.1236204e-03 1.0811244e-03
  6.4298436e-02]
 [9.2927849e-01 1.2989618e-03 1.9193658e-03 2.1236204e-03 1.0811244e-03
  6.4298436e-02]
 [9.2927849e-01 1.2989618e-03 1.9193658e-03 2.1236204e-03 1.0811244e-03
  6.4298436e-02]
 [9.2927849e-01 1.2989618e-03 1.9193658e-03 2.1236204e-03 1.0811244e-03
  6.4298436e-02]]",418.53116,3.400269e-05,"[[-0.20399983]
 [-0.19843052]
 [-0.19843052]
 [-0.19843052]]"
775,-21.0,0.65666,0.003721204,0,"[[9.9999762e-01 5.8740686e-11 8.7164852e-11 4.1133827e-10 1.9602087e-12
  2.3296693e-06]
 [9.4856620e-01 8.9339452e-04 1.4146492e-03 1.4319245e-03 7.5088331e-04
  4.6942919e-02]
 [9.4856620e-01 8.9339452e-04 1.4146492e-03 1.4319245e-03 7.5088331e-04
  4.6942919e-02]
 [9.4856620e-01 8.9339452e-04 1.4146492e-03 1.4319245e-03 7.5088331e-04
  4.6942919e-02]
 [9.8297828e-01 1.7269138e-04 2.7652434e-04 3.0570294e-04 1.0139192e-04
  1.6165279e-02]]",419.26172,3.391777e-05,"[[-0.15110752]
 [-0.15548262]
 [-0.15548262]
 [-0.15548262]]"
780,-21.0,0.59305674,0.0070398045,0,"[[9.9991369e-01 6.8135777e-09 1.1341292e-08 3.6081964e-08 6.2443239e-10
  8.6294494e-05]
 [9.5219159e-01 7.5688155e-04 1.2437182e-03 1.2315288e-03 6.4604275e-04
  4.3930281e-02]
 [9.5219159e-01 7.5688155e-04 1.2437182e-03 1.2315288e-03 6.4604275e-04
  4.3930281e-02]
 [9.5219159e-01 7.5688155e-04 1.2437182e-03 1.2315288e-03 6.4604275e-04
  4.3930281e-02]
 [9.5219159e-01 7.5688155e-04 1.2437182e-03 1.2315288e-03 6.4604275e-04
  4.3930281e-02]]",395.6054,3.383307e-05,"[[ 0.16887471]
 [-0.24396378]
 [-0.24396378]
 [-0.24396378]]"
785,-21.0,0.60883397,0.00693362,0,"[[9.9985337e-01 1.3381402e-08 2.0172449e-08 6.5518243e-08 1.6545799e-09
  1.4645123e-04]
 [9.6447712e-01 4.3823224e-04 7.2264619e-04 7.2913751e-04 3.7568790e-04
  3.3257183e-02]
 [9.6447712e-01 4.3823224e-04 7.2264619e-04 7.2913751e-04 3.7568790e-04
  3.3257183e-02]
 [9.6447712e-01 4.3823224e-04 7.2264619e-04 7.2913751e-04 3.7568790e-04
  3.3257183e-02]
 [9.6447712e-01 4.3823224e-04 7.2264619e-04 7.2913751e-04 3.7568790e-04
  3.3257183e-02]]",419.43903,3.3748573e-05,"[[ 0.18050875]
 [-0.18169527]
 [-0.18169527]
 [-0.18169527]]"
790,-21.0,0.6827001,0.0006979622,0,"[[9.9990213e-01 4.4477138e-09 6.1638130e-09 2.5919212e-08 5.0147275e-10
  9.7814220e-05]
 [9.7459376e-01 2.3745259e-04 3.9549093e-04 4.1743499e-04 2.0387030e-04
  2.4151959e-02]
 [9.7459376e-01 2.3745259e-04 3.9549093e-04 4.1743499e-04 2.0387030e-04
  2.4151959e-02]
 [9.7459376e-01 2.3745259e-04 3.9549093e-04 4.1743499e-04 2.0387030e-04
  2.4151959e-02]
 [9.7459376e-01 2.3745259e-04 3.9549093e-04 4.1743499e-04 2.0387030e-04
  2.4151959e-02]]",420.39343,3.3664288e-05,"[[-0.15053268]
 [-0.1798699 ]
 [-0.1798699 ]
 [-0.1798699 ]]"
795,-21.0,0.62014884,0.0026720243,0,"[[9.9612790e-01 1.7352821e-06 2.3555879e-06 6.2789259e-06 4.5544678e-07
  3.8612594e-03]
 [9.4696081e-01 6.6769653e-04 1.0425573e-03 1.1144269e-03 5.7493115e-04
  4.9639512e-02]
 [9.6626252e-01 2.6967295e-04 4.2264740e-04 4.9876608e-04 1.9418589e-04
  3.2352284e-02]
 [9.8406142e-01 7.0350092e-05 1.0492475e-04 1.4362947e-04 3.6248301e-05
  1.5583414e-02]
 [9.8399872e-01 7.3874013e-05 1.0968570e-04 1.4884016e-04 3.8373095e-05
  1.5630465e-02]]",425.44122,3.3580214e-05,"[[-0.41862494]
 [-0.340503  ]
 [-0.3161683 ]
 [-0.45591018]]"
800,-21.0,0.5832291,0.0077279867,0,"[[9.8216254e-01 5.6027395e-05 8.0794023e-05 1.5763748e-04 2.1797279e-05
  1.7521206e-02]
 [8.7985694e-01 2.4742046e-03 3.7879562e-03 4.0240954e-03 2.1903291e-03
  1.0766645e-01]
 [8.7985694e-01 2.4742046e-03 3.7879562e-03 4.0240954e-03 2.1903291e-03
  1.0766645e-01]
 [8.7985694e-01 2.4742046e-03 3.7879562e-03 4.0240954e-03 2.1903291e-03
  1.0766645e-01]
 [8.7985694e-01 2.4742046e-03 3.7879562e-03 4.0240954e-03 2.1903291e-03
  1.0766645e-01]]",411.95975,3.3496348e-05,"[[-0.49708688]
 [-0.31882122]
 [-0.31882122]
 [-0.31882122]]"
805,-21.0,0.6345175,0.0010632057,0,"[[9.6311891e-01 4.1011325e-04 6.8538100e-04 8.7685691e-04 2.2957366e-04
  3.4679092e-02]
 [8.5381103e-01 4.3823835e-03 7.2631566e-03 6.9255843e-03 4.1072937e-03
  1.2351057e-01]
 [8.5381103e-01 4.3823835e-03 7.2631566e-03 6.9255843e-03 4.1072937e-03
  1.2351057e-01]
 [8.5381103e-01 4.3823835e-03 7.2631566e-03 6.9255843e-03 4.1072937e-03
  1.2351057e-01]
 [9.2297238e-01 1.6713418e-03 2.8240108e-03 2.8813083e-03 1.2355463e-03
  6.8415441e-02]]",401.84906,3.3412693e-05,"[[-0.3075404 ]
 [-0.29056913]
 [-0.29056913]
 [-0.29056913]]"
810,-21.0,0.6116143,0.0038252107,0,"[[9.9310547e-01 3.6669706e-05 7.0517613e-05 8.6682332e-05 1.5615658e-05
  6.6849859e-03]
 [9.1673225e-01 1.9294667e-03 3.5238923e-03 3.0493112e-03 1.8422770e-03
  7.2922841e-02]
 [9.1673225e-01 1.9294667e-03 3.5238923e-03 3.0493112e-03 1.8422770e-03
  7.2922841e-02]
 [9.1673225e-01 1.9294667e-03 3.5238923e-03 3.0493112e-03 1.8422770e-03
  7.2922841e-02]
 [9.1673225e-01 1.9294667e-03 3.5238923e-03 3.0493112e-03 1.8422770e-03
  7.2922841e-02]]",418.42087,3.3329252e-05,"[[-0.1679786 ]
 [-0.25962833]
 [-0.25962833]
 [-0.25962833]]"
815,-21.0,0.6437687,0.002305698,0,"[[9.9838471e-01 4.8122638e-06 1.0857384e-05 1.0691166e-05 1.5249251e-06
  1.5874241e-03]
 [9.4760054e-01 1.0609070e-03 2.0983252e-03 1.6597694e-03 1.0200094e-03
  4.6560500e-02]
 [9.4760054e-01 1.0609070e-03 2.0983252e-03 1.6597694e-03 1.0200094e-03
  4.6560500e-02]
 [9.4760054e-01 1.0609070e-03 2.0983252e-03 1.6597694e-03 1.0200094e-03
  4.6560500e-02]
 [9.4760054e-01 1.0609070e-03 2.0983252e-03 1.6597694e-03 1.0200094e-03
  4.6560500e-02]]",428.02112,3.324601e-05,"[[-0.10823064]
 [-0.2532689 ]
 [-0.2532689 ]
 [-0.2532689 ]]"
820,-21.0,0.66170365,0.0017146704,0,"[[9.9961996e-01 4.8698672e-07 1.1636126e-06 9.9649117e-07 1.0238703e-07
  3.7733102e-04]
 [9.5398605e-01 7.2875491e-04 1.4735792e-03 1.1246653e-03 6.9536251e-04
  4.1991662e-02]
 [9.5398605e-01 7.2875491e-04 1.4735792e-03 1.1246653e-03 6.9536251e-04
  4.1991662e-02]
 [9.5398605e-01 7.2875491e-04 1.4735792e-03 1.1246653e-03 6.9536251e-04
  4.1991662e-02]
 [9.5398605e-01 7.2875491e-04 1.4735792e-03 1.1246653e-03 6.9536251e-04
  4.1991662e-02]]",415.16968,3.316298e-05,"[[ 0.02509071]
 [-0.19516693]
 [-0.19516693]
 [-0.19516693]]"
825,-21.0,0.46863216,0.011031072,0,"[[9.9920410e-01 1.5459481e-06 3.4640391e-06 3.0774154e-06 4.2932376e-07
  7.8738801e-04]
 [9.5774174e-01 6.0983608e-04 1.2442018e-03 9.5556804e-04 5.7590049e-04
  3.8872786e-02]
 [9.5774174e-01 6.0983608e-04 1.2442018e-03 9.5556804e-04 5.7590049e-04
  3.8872786e-02]
 [9.5774174e-01 6.0983608e-04 1.2442018e-03 9.5556804e-04 5.7590049e-04
  3.8872786e-02]
 [9.5774174e-01 6.0983608e-04 1.2442018e-03 9.5556804e-04 5.7590049e-04
  3.8872786e-02]]",416.45435,3.3080163e-05,"[[-0.36047453]
 [-0.21058822]
 [-0.21058822]
 [-0.21058822]]"
830,-21.0,0.6200855,0.0030105973,0,"[[9.9925381e-01 1.0999497e-06 2.3825057e-06 2.1684189e-06 2.5019011e-07
  7.4029522e-04]
 [9.4178170e-01 8.9349184e-04 1.7592047e-03 1.3679601e-03 8.3370053e-04
  5.3364035e-02]
 [9.4178170e-01 8.9349184e-04 1.7592047e-03 1.3679601e-03 8.3370053e-04
  5.3364035e-02]
 [9.9066472e-01 7.7692326e-05 1.5830729e-04 1.1487527e-04 3.9283332e-05
  8.9451224e-03]
 [9.9926919e-01 2.7882779e-06 5.7701554e-06 3.7296090e-06 6.1899209e-07
  7.1793975e-04]]",432.9853,3.299755e-05,"[[ 0.01568145]
 [-0.27973697]
 [-0.27973697]
 [-0.24825042]]"
835,-21.0,0.64196193,0.0013219436,0,"[[9.9872547e-01 1.4158799e-06 2.8784266e-06 2.7933811e-06 3.4448826e-07
  1.2670225e-03]
 [9.4524896e-01 6.5299065e-04 1.2714722e-03 1.0047714e-03 5.9672038e-04
  5.1224995e-02]
 [9.4524896e-01 6.5299065e-04 1.2714722e-03 1.0047714e-03 5.9672038e-04
  5.1224995e-02]
 [9.4524896e-01 6.5299065e-04 1.2714722e-03 1.0047714e-03 5.9672038e-04
  5.1224995e-02]
 [9.9112356e-01 5.2963511e-05 1.0422049e-04 7.7748111e-05 2.5086138e-05
  8.6164726e-03]]",432.52588,3.2915137e-05,"[[ 0.02779867]
 [-0.18414743]
 [-0.18414743]
 [-0.18414743]]"
840,-21.0,0.6759393,0.0025390943,0,"[[9.8893332e-01 2.3329509e-05 4.2513737e-05 4.4615623e-05 8.7996250e-06
  1.0947385e-02]
 [9.2207211e-01 9.9069276e-04 1.8016892e-03 1.5018350e-03 8.8944851e-04
  7.2744265e-02]
 [9.2207211e-01 9.9069276e-04 1.8016892e-03 1.5018350e-03 8.8944851e-04
  7.2744265e-02]
 [9.2207211e-01 9.9069276e-04 1.8016892e-03 1.5018350e-03 8.8944851e-04
  7.2744265e-02]
 [9.2207211e-01 9.9069276e-04 1.8016892e-03 1.5018350e-03 8.8944851e-04
  7.2744265e-02]]",410.4891,3.2832933e-05,"[[-0.07145795]
 [-0.21157828]
 [-0.21157828]
 [-0.21157828]]"
845,-21.0,0.62194324,0.0018423046,0,"[[9.6938950e-01 1.3848211e-04 2.8334535e-04 2.4763079e-04 8.6768960e-05
  2.9854300e-02]
 [9.3627828e-01 7.2440249e-04 1.4140594e-03 1.0887437e-03 6.3799293e-04
  5.9856549e-02]
 [9.3627828e-01 7.2440249e-04 1.4140594e-03 1.0887437e-03 6.3799293e-04
  5.9856549e-02]
 [9.3627828e-01 7.2440249e-04 1.4140594e-03 1.0887437e-03 6.3799293e-04
  5.9856549e-02]
 [9.3627828e-01 7.2440249e-04 1.4140594e-03 1.0887437e-03 6.3799293e-04
  5.9856549e-02]]",410.18347,3.275094e-05,"[[-0.08719777]
 [-0.24191576]
 [-0.24191576]
 [-0.24191576]]"
850,-21.0,0.5722787,0.029571118,0,"[[9.5533246e-01 4.1174120e-04 9.3003479e-04 6.8862952e-04 3.1789640e-04
  4.2319305e-02]
 [9.3940538e-01 9.1179926e-04 1.9349356e-03 1.3717078e-03 8.1248867e-04
  5.5563785e-02]
 [9.3940538e-01 9.1179926e-04 1.9349356e-03 1.3717078e-03 8.1248867e-04
  5.5563785e-02]
 [9.3940538e-01 9.1179926e-04 1.9349356e-03 1.3717078e-03 8.1248867e-04
  5.5563785e-02]
 [9.3940538e-01 9.1179926e-04 1.9349356e-03 1.3717078e-03 8.1248867e-04
  5.5563785e-02]]",401.9275,3.2669148e-05,"[[-0.22122101]
 [-0.17860216]
 [-0.17860216]
 [-0.17860216]]"
855,-21.0,0.66040593,0.0017632999,0,"[[9.7427410e-01 2.4327937e-04 6.0609682e-04 4.1708702e-04 1.9307079e-04
  2.4266358e-02]
 [9.6448773e-01 5.1688706e-04 1.1984489e-03 8.1523677e-04 4.6268283e-04
  3.2518975e-02]
 [9.6448773e-01 5.1688706e-04 1.1984489e-03 8.1523677e-04 4.6268283e-04
  3.2518975e-02]
 [9.6448773e-01 5.1688706e-04 1.1984489e-03 8.1523677e-04 4.6268283e-04
  3.2518975e-02]
 [9.6448773e-01 5.1688706e-04 1.1984489e-03 8.1523677e-04 4.6268283e-04
  3.2518975e-02]]",406.6012,3.258756e-05,"[[-0.30258882]
 [-0.14104237]
 [-0.14104237]
 [-0.14104237]]"
860,-21.0,0.5975281,0.0013159508,0,"[[9.8479909e-01 1.0399635e-04 2.9164914e-04 1.9262257e-04 7.6126009e-05
  1.4536554e-02]
 [9.7277492e-01 3.7052634e-04 9.1810286e-04 6.0238078e-04 3.3786878e-04
  2.4996154e-02]
 [9.7277492e-01 3.7052634e-04 9.1810286e-04 6.0238078e-04 3.3786878e-04
  2.4996154e-02]
 [9.7277492e-01 3.7052634e-04 9.1810286e-04 6.0238078e-04 3.3786878e-04
  2.4996154e-02]
 [9.7277492e-01 3.7052634e-04 9.1810286e-04 6.0238078e-04 3.3786878e-04
  2.4996154e-02]]",433.19574,3.2506174e-05,"[[ 0.06635943]
 [-0.15502432]
 [-0.15502432]
 [-0.15502432]]"
865,-21.0,0.529409,0.0036631383,0,"[[9.9137503e-01 4.9513157e-05 1.5867058e-04 9.9049597e-05 3.7179787e-05
  8.2804831e-03]
 [9.8199832e-01 2.1340919e-04 5.8249308e-04 3.6399087e-04 2.0136943e-04
  1.6640373e-02]
 [9.8199832e-01 2.1340919e-04 5.8249308e-04 3.6399087e-04 2.0136943e-04
  1.6640373e-02]
 [9.8199832e-01 2.1340919e-04 5.8249308e-04 3.6399087e-04 2.0136943e-04
  1.6640373e-02]
 [9.8199832e-01 2.1340919e-04 5.8249308e-04 3.6399087e-04 2.0136943e-04
  1.6640373e-02]]",438.04276,3.2424992e-05,"[[-0.20524023]
 [-0.19236177]
 [-0.19236177]
 [-0.19236177]]"
870,-21.0,0.60265785,0.0017528603,0,"[[9.8004568e-01 2.6461532e-04 7.0569746e-04 4.5702772e-04 2.3546556e-04
  1.8291501e-02]
 [9.7352433e-01 4.5283468e-04 1.1349303e-03 7.3798373e-04 4.3119118e-04
  2.3718799e-02]
 [9.7352433e-01 4.5283468e-04 1.1349303e-03 7.3798373e-04 4.3119118e-04
  2.3718799e-02]
 [9.7352433e-01 4.5283468e-04 1.1349303e-03 7.3798373e-04 4.3119118e-04
  2.3718799e-02]
 [9.7352433e-01 4.5283468e-04 1.1349303e-03 7.3798373e-04 4.3119118e-04
  2.3718799e-02]]",434.23154,3.234401e-05,"[[-0.36205268]
 [-0.34596896]
 [-0.34596896]
 [-0.34596896]]"
875,-21.0,0.6142774,0.0024093504,0,"[[9.6413034e-01 5.1276822e-04 1.2382269e-03 8.7235461e-04 4.4842824e-04
  3.2797847e-02]
 [9.5464456e-01 8.1562146e-04 1.8786335e-03 1.3165395e-03 7.6083094e-04
  4.0583804e-02]
 [9.5464456e-01 8.1562146e-04 1.8786335e-03 1.3165395e-03 7.6083094e-04
  4.0583804e-02]
 [9.5464456e-01 8.1562146e-04 1.8786335e-03 1.3165395e-03 7.6083094e-04
  4.0583804e-02]
 [9.5464456e-01 8.1562146e-04 1.8786335e-03 1.3165395e-03 7.6083094e-04
  4.0583804e-02]]",410.1989,3.2263237e-05,"[[-0.3444327]
 [-0.3856197]
 [-0.3856197]
 [-0.3856197]]"
880,-21.0,0.63581604,0.0020226615,0,"[[9.6525848e-01 4.5939363e-04 1.0763826e-03 8.1126043e-04 3.7594259e-04
  3.2018531e-02]
 [9.4755334e-01 9.7439537e-04 2.1531985e-03 1.5921791e-03 9.0014841e-04
  4.6826702e-02]
 [9.4755334e-01 9.7439537e-04 2.1531985e-03 1.5921791e-03 9.0014841e-04
  4.6826702e-02]
 [9.8456025e-01 1.7257978e-04 4.1932828e-04 2.8373359e-04 1.0479298e-04
  1.4459392e-02]
 [9.9725562e-01 1.6342687e-05 4.3666776e-05 2.5833569e-05 5.4380916e-06
  2.6531680e-03]]",423.6089,3.2182663e-05,"[[-0.0838594 ]
 [-0.2438931 ]
 [-0.2438931 ]
 [-0.21076258]]"
885,-21.0,0.59506804,0.0031254764,0,"[[9.9886167e-01 2.4969072e-06 6.8482595e-06 6.5778095e-06 7.0254293e-07
  1.1216743e-03]
 [9.4599569e-01 1.0220864e-03 2.2223035e-03 1.7333846e-03 9.6553680e-04
  4.8061050e-02]
 [9.4599569e-01 1.0220864e-03 2.2223035e-03 1.7333846e-03 9.6553680e-04
  4.8061050e-02]
 [9.4599569e-01 1.0220864e-03 2.2223035e-03 1.7333846e-03 9.6553680e-04
  4.8061050e-02]
 [9.4599569e-01 1.0220864e-03 2.2223035e-03 1.7333846e-03 9.6553680e-04
  4.8061050e-02]]",418.69644,3.2102285e-05,"[[-0.09358779]
 [-0.14653519]
 [-0.14653519]
 [-0.14653519]]"
890,-21.0,0.65474117,0.0034299453,0,"[[9.9972540e-01 2.7144409e-07 9.0300853e-07 9.3290532e-07 5.1903580e-08
  2.7252847e-04]
 [9.4516861e-01 9.4123237e-04 2.1174639e-03 1.6455069e-03 8.9244929e-04
  4.9234692e-02]
 [9.4516861e-01 9.4123237e-04 2.1174639e-03 1.6455069e-03 8.9244929e-04
  4.9234692e-02]
 [9.4516861e-01 9.4123237e-04 2.1174639e-03 1.6455069e-03 8.9244929e-04
  4.9234692e-02]
 [9.4516861e-01 9.4123237e-04 2.1174639e-03 1.6455069e-03 8.9244929e-04
  4.9234692e-02]]",404.9108,3.2022115e-05,"[[-0.05538299]
 [-0.21294728]
 [-0.21294728]
 [-0.21294728]]"
895,-21.0,0.7183295,0.0030810449,0,"[[9.9940312e-01 7.4270525e-07 2.0800580e-06 2.4217945e-06 1.5837767e-07
  5.9149374e-04]
 [9.2984337e-01 1.2472741e-03 2.6045865e-03 2.1490052e-03 1.1813140e-03
  6.2974460e-02]
 [9.2984337e-01 1.2472741e-03 2.6045865e-03 2.1490052e-03 1.1813140e-03
  6.2974460e-02]
 [9.8279852e-01 1.8572653e-04 4.2727776e-04 3.4223177e-04 1.1409014e-04
  1.6132219e-02]
 [9.9767274e-01 1.3666661e-05 3.4794855e-05 2.6257398e-05 4.5548300e-06
  2.2480038e-03]]",413.4398,3.194214e-05,"[[ 0.10632903]
 [-0.22232145]
 [-0.22232145]
 [-0.18883574]]"
900,-21.0,0.7038607,0.0041892817,0,"[[9.9554873e-01 9.0206477e-06 2.0253940e-05 2.7651187e-05 2.7982505e-06
  4.3915631e-03]
 [9.0155232e-01 1.6890970e-03 3.2970523e-03 2.9148723e-03 1.5914921e-03
  8.8955201e-02]
 [9.0155232e-01 1.6890970e-03 3.2970523e-03 2.9148723e-03 1.5914921e-03
  8.8955201e-02]
 [9.0155232e-01 1.6890970e-03 3.2970523e-03 2.9148723e-03 1.5914921e-03
  8.8955201e-02]
 [9.0155232e-01 1.6890970e-03 3.2970523e-03 2.9148723e-03 1.5914921e-03
  8.8955201e-02]]",400.7311,3.1862368e-05,"[[ 0.28793415]
 [-0.19667333]
 [-0.19667333]
 [-0.19667333]]"
